Rxn name	Rxn description	Formula	Gene-reaction association	Genes	Subsystem	Reversible	LB	UB
DMBZIDS	DMB synthase	ribflv[c] --> dmbzid[c] 	STM2016	STM2016	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DMPPS	1 hydroxy 2 methyl 2 E butenyl 4 diphosphate reductase dmpp 	h2mb4p[c] + h[c] + nadh[c] --> dmpp[c] + h2o[c] + nad[c] 	STM0049	STM0049	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DMQMT	3 Dimethylubiquinonol 3 methyltransferase	2omhmbl[c] + amet[c] --> ahcys[c] + h[c] + q8h2[c] 	STM2276	STM2276	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DMSOR1	Dimethyl sulfoxide reductase Menaquinol 8 	dmso[p] + mql8[c] --> dms[p] + h2o[p] + mqn8[c] 	( ( STM1499  and  STM1498  and  STM1497  and  STM1496 )  or  ( STM0964  and  STM0965  and  STM0966 )  or  ( STM4305.S  and  STM4306  and  STM4307 ) or  ( STM2528  and  STM2530  and  STM2529 ) )	STM0964 STM0965 STM0966 STM1496 STM1497 STM1498 STM1499 STM2528 STM2529 STM2530 STM4305.S STM4306 STM4307	Oxidative Phosphorylation	0	0	1000
DMSOR2	Dimethyl sulfoxide reductase Demethylmenaquinol 8 	2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p] 	( ( STM0964  and  STM0965  and  STM0966 )  or  ( STM4305.S  and  STM4306  and  STM4307 )  or  ( STM2528  and  STM2530  and  STM2529 ) )	STM0964 STM0965 STM0966 STM2528 STM2529 STM2530 STM4305.S STM4306 STM4307	Oxidative Phosphorylation	0	0	1000
DMSOtex	Dimethyl sulfoxide transport via diffusion extracellular to periplasm 	dmso[e] <=> dmso[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DMStex	Dimethyl sulfide transport via diffusion extracellular to periplasm 	dms[e] <=> dms[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DNMPPA	Dihydroneopterin monophosphate dephosphorylase	dhpmp[c] + h2o[c] --> dhnpt[c] + pi[c] 			Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DNTPPA	Dihydroneopterin triphosphate pyrophosphatase	ahdt[c] + h2o[c] --> dhpmp[c] + h[c] + ppi[c] 	( STM1900  or  STM0137 )	STM0137 STM1900	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DOGULNR	2 3 dioxo L gulonate reductase	23doguln[c] + h[c] + nadh[c] --> 3dhguln[c] + nad[c] 	STM3668	STM3668	Alternate Carbon Metabolism	0	0	1000
DOPAtex	dopamine transport via diffusion extracellular to periplasm 	dopa[e] <=> dopa[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DPCOAK	dephospho CoA kinase	atp[c] + dpcoa[c] --> adp[c] + coa[c] + h[c] 	STM0140	STM0140	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DPR	2 dehydropantoate 2 reductase	2dhp[c] + h[c] + nadph[c] --> nadp[c] + pant-R[c] 	( STM3909 or STM0434 or STM2573 )	STM0434 STM2573 STM3909	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DRBK	deoxyribokinase	atp[c] + drib[c] --> 2dr5p[c] + adp[c] + h[c] 	STM3793	STM3793	Alternate Carbon Metabolism	0	0	1000
DRIBtex	deoxyribose transport via diffusion extracellular to periplasm 	drib[e] <=> drib[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DRIBtpp	deoxy D ribose transport via proton symport periplasm 	h[p] + drib[p] <=> h[c] + drib[c] 	STM3792	STM3792	Transport Inner Membrane	1	-1000	1000
DRPA	deoxyribose phosphate aldolase	2dr5p[c] --> acald[c] + g3p[c] 	STM4567	STM4567	Alternate Carbon Metabolism	0	0	1000
DSBAO1	DsbA protein reoxidation reaction aerobic 	dsbard[p] + q8[c] --> dsbaox[p] + q8h2[c] 	( STM3997  and  STM1807 )	STM1807 STM3997	Unassigned	0	0	1000
DSBAO2	DsbA protein reoxidation reaction anaerobic 	dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c] 	( STM3997  and  STM1807 )	STM1807 STM3997	Unassigned	0	0	1000
DSBCGT	DsbCglutathione thiotransferase	dsbcox[p] + 2 gthrd[p] --> dsbcrd[p] + gthox[p] 	STM3043	STM3043	Unassigned	0	0	1000
DSBDR	DsbD reductase	dsbdox[c] + trdrd[c] --> dsbdrd[c] + trdox[c] 	( ( STM4323  and  STM3915 )  or  ( STM4323  and  STM2649 ) )	STM2649 STM3915 STM4323	Unassigned	0	0	1000
DSBGGT	DsbGglutathione thiotransferase	dsbgox[p] + 2 gthrd[p] --> dsbgrd[p] + gthox[p] 	STM0607	STM0607	Unassigned	0	0	1000
DSCLCOCH	Sirohydrochlorin cobaltochelatase	cobalt2[c] + dscl[c] <=> codscl2[c] + 2 h[c] 	( STM2025 or STM3477 )	STM2025 STM3477	Cofactor and Prosthetic Group Biosynthesis	1	0	1000
DSERDHr	D serine dehydrogenase	nadp[c] + ser-D[c] <=> 2amsa[c] + h[c] + nadph[c] 	STM1511	STM1511	Glycine and Serine Metabolism	1	-1000	1000
DSERt2pp	D serine transport in via proton symport periplasm 	h[p] + ser-D[p] --> h[c] + ser-D[c] 	STM4398	STM4398	Transport Inner Membrane	0	0	1000
DSERtex	D serine transport via diffusion extracellular to periplasm 	ser-D[e] <=> ser-D[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DTARTD	D-tartrate dehydratase	tartr-D[c] --> h2o[c] + oaa[c] 	STM2949	STM2949	Alternate Carbon Metabolism	0	0	1000
DTMPK	dTMP kinase	atp[c] + dtmp[c] <=> adp[c] + dtdp[c] 	STM1200	STM1200	Nucleotide Salvage Pathway	1	-1000	1000
DTMPtex	dTMP transport via diffusion extracellular to periplasm 	dtmp[e] <=> dtmp[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DUMPtex	dUMP transport via diffusion extracellular to periplasm 	dump[e] <=> dump[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
DURIK1	deoxyuridine kinase ATPDeoxyuridine 	atp[c] + duri[c] --> adp[c] + dump[c] + h[c] 	STM1750	STM1750	Nucleotide Salvage Pathway	0	0	1000
DURIPP	deoxyuridine phosphorylase	duri[c] + pi[c] <=> 2dr1p[c] + ura[c] 	( STM4568  or  STM4570 )	STM4568 STM4570	Nucleotide Salvage Pathway	1	-1000	1000
DURIt2pp	deoxyuridine transport in via proton symport periplasm 	duri[p] + h[p] --> duri[c] + h[c] 	( STM2409  or  STM3113 )	STM2409 STM3113	Transport Inner Membrane	0	0	1000
DURItex	deoxyuridine transport via diffusion extracellular to periplasm 	duri[e] <=> duri[p] 	STM0413	STM0413	Transport Outer Membrane	1	-1000	1000
DUTPDP	dUTP diphosphatase	dutp[c] + h2o[c] --> dump[c] + h[c] + ppi[c] 	STM3731	STM3731	Nucleotide Salvage Pathway	0	0	1000
DXPRIi	1 deoxy D xylulose reductoisomerase	dxyl5p[c] + h[c] + nadph[c] --> 2me4p[c] + nadp[c] 	STM0220	STM0220	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DXPS	1 deoxy D xylulose 5 phosphate synthase	g3p[c] + h[c] + pyr[c] --> co2[c] + dxyl5p[c] 	STM0422	STM0422	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DXYLK	1 Deoxy D xylulose kinase	atp[c] + dxyl[c] --> adp[c] + dxyl5p[c] + h[c] 	STM3660	STM3660	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
DXYLUDtex	1-deoxy-d-xyluose transport	dxyl[e] <=> dxyl[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport	1	-1000	1000
DXYLUDtpp	1-deoxy-d-xyluose transport	h[p] + dxyl[p] --> dxyl[c] + h[c] 			Transport, Inner Membrane	0	0	1000
E4PD	Erythrose 4 phosphate dehydrogenase	e4p[c] + h2o[c] + nad[c] --> 4per[c] + 2 h[c] + nadh[c] 	STM3070	STM3070	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
EAR100x	enoyl acyl carrier protein reductase NADH  n C100 	h[c] + nadh[c] + tdec2eACP[c] --> dcaACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR100y	enoyl acyl carrier protein reductase NADPH  n C100 	h[c] + nadph[c] + tdec2eACP[c] --> dcaACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR120x	enoyl acyl carrier protein reductase NADH  n C120 	h[c] + nadh[c] + tddec2eACP[c] --> ddcaACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR120y	enoyl acyl carrier protein reductase NADPH  n C120 	h[c] + nadph[c] + tddec2eACP[c] --> ddcaACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR121x	enoyl acyl carrier protein reductase NADH  n C121 	h[c] + nadh[c] + t3c5ddeceACP[c] --> cddec5eACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR121y	enoyl acyl carrier protein reductase NADPH  n C121 	h[c] + nadph[c] + t3c5ddeceACP[c] --> cddec5eACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR140x	enoyl acyl carrier protein reductase NADH  n C140 	h[c] + nadh[c] + tmrs2eACP[c] --> myrsACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR140y	enoyl acyl carrier protein reductase NADPH  n C140 	h[c] + nadph[c] + tmrs2eACP[c] --> myrsACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR141x	enoyl acyl carrier protein reductase NADH  n C141 	h[c] + nadh[c] + t3c7mrseACP[c] --> nad[c] + tdeACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR141y	enoyl acyl carrier protein reductase NADPH  n C141 	h[c] + nadph[c] + t3c7mrseACP[c] --> nadp[c] + tdeACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR160x	enoyl acyl carrier protein reductase NADH  n C160 	h[c] + nadh[c] + tpalm2eACP[c] --> nad[c] + palmACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR160y	enoyl acyl carrier protein reductase NADPH  n C160 	h[c] + nadph[c] + tpalm2eACP[c] --> nadp[c] + palmACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR161x	enoyl acyl carrier protein reductase NADH  n C161 	h[c] + nadh[c] + t3c9palmeACP[c] --> hdeACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR161y	enoyl acyl carrier protein reductase NADPH  n C161 	h[c] + nadph[c] + t3c9palmeACP[c] --> hdeACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR180x	enoyl acyl carrier protein reductase NADH  n C180 	h[c] + nadh[c] + toctd2eACP[c] --> nad[c] + ocdcaACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR180y	enoyl acyl carrier protein reductase NADPH  n C180 	h[c] + nadph[c] + toctd2eACP[c] --> nadp[c] + ocdcaACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR181x	enoyl acyl carrier protein reductase NADH  n C181 	h[c] + nadh[c] + t3c11vaceACP[c] --> nad[c] + octeACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR181y	enoyl acyl carrier protein reductase NADPH  n C181 	h[c] + nadph[c] + t3c11vaceACP[c] --> nadp[c] + octeACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR40x	enoyl acyl carrier protein reductase NADH  n C40 	but2eACP[c] + h[c] + nadh[c] --> butACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR40y	enoyl acyl carrier protein reductase NADPH  n C40 	but2eACP[c] + h[c] + nadph[c] --> butACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR60x	enoyl acyl carrier protein reductase NADH  n C60 	h[c] + nadh[c] + thex2eACP[c] --> hexACP[c] + nad[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR60y	enoyl acyl carrier protein reductase NADPH  n C60 	h[c] + nadph[c] + thex2eACP[c] --> hexACP[c] + nadp[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR80x	enoyl acyl carrier protein reductase NADH  n C80 	h[c] + nadh[c] + toct2eACP[c] --> nad[c] + ocACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
EAR80y	enoyl acyl carrier protein reductase NADPH  n C80 	h[c] + nadph[c] + toct2eACP[c] --> nadp[c] + ocACP[c] 	STM1700	STM1700	Cell Envelope Biosynthesis	0	0	1000
Ec_biomass_iAF1260_core_59p81M	E coli biomass objective function iAF1260   core  with 5981 GAM estimate	0.000223 10fthf[c] + 0.000223 2ohph[c] + 0.5137 ala-L[c] + 0.000223 amet[c] + 0.2958 arg-L[c] + 0.2411 asn-L[c] + 0.2411 asp-L[c] + 59.984 atp[c] + 0.004737 ca2[c] + 0.004737 cl[c] + 0.000576 coa[c] + 0.003158 cobalt2[c] + 0.1335 ctp[c] + 0.003158 cu2[c] + 0.09158 cys-L[c] + 0.02617 datp[c] + 0.02702 dctp[c] + 0.02702 dgtp[c] + 0.02617 dttp[c] + 0.000223 fad[c] + 0.007106 fe2[c] + 0.007106 fe3[c] + 0.2632 gln-L[c] + 0.2632 glu-L[c] + 0.6126 gly[c] + 0.2151 gtp[c] + 54.462 h2o[c] + 0.09474 his-L[c] + 0.2905 ile-L[c] + 0.1776 k[c] + 0.01945 kdo2lipid4[e] + 0.4505 leu-L[c] + 0.3432 lys-L[c] + 0.1537 met-L[c] + 0.007895 mg2[c] + 0.000223 mlthf[c] + 0.003158 mn2[c] + 0.003158 mobd[c] + 0.01389 murein5px4p[p] + 0.001831 nad[c] + 0.000447 nadp[c] + 0.011843 nh4[c] + 0.02233 pe160[c] + 0.04148 pe160[p] + 0.02632 pe161[c] + 0.04889 pe161[p] + 0.1759 phe-L[c] + 0.000223 pheme[c] + 0.2211 pro-L[c] + 0.000223 pydx5p[c] + 0.000223 ribflv[c] + 0.2158 ser-L[c] + 0.000223 sheme[c] + 0.003948 so4[c] + 0.000223 thf[c] + 0.000223 thmpp[c] + 0.2537 thr-L[c] + 0.05684 trp-L[c] + 0.1379 tyr-L[c] + 5.5e-005 udcpdp[c] + 0.1441 utp[c] + 0.4232 val-L[c] + 0.003158 zn2[c] --> 59.81 adp[c] + 59.81 h[c] + 59.806 pi[c] + 0.7739 ppi[c] 			Exchange	0	0	1000
ECA4COLIPAtex	enterobacterial common antigen x4 core oligosaccharide lipid A transport periplasm to extracellular 	eca4colipa[p] --> eca4colipa[e] 			Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ECA4OALpp	enterobacterial common antigen x4 O antigen ligase periplasm 	colipa[p] + eca4und[p] --> eca4colipa[p] + h[p] + udcpdp[p] 	STM3713	STM3713	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ECAP1pp	enterobacterial common antigen polymerase periplasm 	2 unagamuf[p] --> eca2und[p] + h[p] + udcpdp[p] 	( STM3928  and  STM3919 )	STM3919 STM3928	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ECAP2pp	enterobacterial common antigen polymerase periplasm 	eca2und[p] + unagamuf[p] --> eca3und[p] + h[p] + udcpdp[p] 	( STM3928  and  STM3919 )	STM3919 STM3928	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ECAP3pp	enterobacterial common antigen polymerase periplasm 	eca3und[p] + unagamuf[p] --> eca4und[p] + h[p] + udcpdp[p] 	( STM3928  and  STM3919 )	STM3919 STM3928	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ECAtpp	enterobacterial common antigen transferase flippase cytoplasm to periplasm 	unagamuf[c] --> unagamuf[p] 	STM3926	STM3926	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ECOAH1	3 hydroxyacyl CoA dehydratase 3 hydroxybutanoyl CoA 	3hbcoa[c] <=> b2coa[c] + h2o[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH2	3 hydroxyacyl CoA dehydratase 3 hydroxyhexanoyl CoA 	3hhcoa[c] <=> h2o[c] + hx2coa[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH3	3 hydroxyacyl CoA dehydratase 3 hydroxyoctanoyl CoA 	3hocoa[c] <=> h2o[c] + oc2coa[c] 	( STM2388  or  STM3983 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH4	3 hydroxyacyl CoA dehydratase 3 hydroxydecanoyl CoA 	3hdcoa[c] <=> dc2coa[c] + h2o[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH5	3 hydroxyacyl CoA dehydratase 3 hydroxydodecanoyl CoA 	3hddcoa[c] <=> dd2coa[c] + h2o[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH6	3 hydroxyacyl CoA dehydratase 3 hydroxytetradecanoyl CoA 	3htdcoa[c] <=> h2o[c] + td2coa[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH7	3 hydroxyacyl CoA dehydratase 3 hydroxyhexadecanoyl CoA 	3hhdcoa[c] <=> h2o[c] + hdd2coa[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
ECOAH8	3 hydroxyacyl CoA dehydratase 3 hydroxyoctadecanoyl CoA 	3hodcoa[c] <=> h2o[c] + od2coa[c] 	( STM3983  or  STM2388 )	STM2388 STM3983	Membrane Lipid Metabolism	1	-1000	1000
EDA	2 dehydro 3 deoxy phosphogluconate aldolase	2ddg6p[c] --> g3p[c] + pyr[c] 	STM1884	STM1884	Pentose Phosphate Pathway	0	0	1000
EDD	6 phosphogluconate dehydratase	6pgc[c] --> 2ddg6p[c] + h2o[c] 	STM1885	STM1885	Pentose Phosphate Pathway	0	0	1000
EDTXS1	Endotoxin Synthesis lauroyl transferase 	ddcaACP[c] + kdo2lipid4[c] --> ACP[c] + kdo2lipid4L[c] 	STM1155	STM1155	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
EDTXS2	Endotoxin Synthesis myristoyl transferase 	kdo2lipid4L[c] + myrsACP[c] --> ACP[c] + lipa[c] 	STM1889	STM1889	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
EDTXS3	Endotoxin Synthesis palmitoleoyl ACP 	hdeACP[c] + kdo2lipid4[c] --> ACP[c] + kdo2lipid4p[c] 	STM2401	STM2401	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
EDTXS4	Endotoxin Synthesis myristoyl transferase 	kdo2lipid4p[c] + myrsACP[c] --> ACP[c] + lipa-cold[c] 	STM1889	STM1889	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ENLIPAtex	phosphoethanolamine lipid A transport via vector periplasm to extracellular 	enlipa[p] --> enlipa[e] 			Lipopolysaccharide Biosynthesis Recycling	0	0	1000
ENO	enolase	2pg[c] <=> h2o[c] + pep[c] 	STM2952	STM2952	GlycolysisGluconeogenesis	1	-1000	1000
ENTCS	enterochelin synthase	3 23dhba[c] + 3 seramp[c] --> 6 amp[c] + enter[c] + 9 h[c] 	STM0584	STM0584	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
ENTERGLCT1	Glycosyl transferase	enter[c] + udpg[c] --> h[c] + udp[c] + entermg[c] 	STM2773	STM2773	Inorganic Ion Transport and Metabolism	0	0	1000
ENTERGLCT2	Glycosyl transferase	udpg[c] + entermg[c] --> h[c] + salchs4[c] + udp[c] 	STM2773	STM2773	Inorganic Ion Transport and Metabolism	0	0	1000
ENTERH	enterobactin hydrolase	enter[c] + h2o[c] --> 23dhbzs3[c] 	STM2775 or STM0586	STM0586 STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
ENTERHpp	enterobactin hydrolase	enter[p] + h2o[c] --> 23dhbzs3[p] 	STM2776	STM2776	Inorganic Ion Transport and Metabolism	0	0	0.0001
ENTERtex	Enterobactin secretion	enter[p] + h[p] --> enter[e] + h[c] 	STM3186	STM3186	Inorganic Ion Transport and Metabolism	0	0	1000
ETHAAL	Ethanolamine ammonia lyase	etha[c] --> acald[c] + nh4[c] 	( STM2457  and  STM2458 )	STM2457 STM2458	Cell Envelope Biosynthesis	0	0	1000
ETHAt2pp	ethanolamine transport in via proton symport	etha[p] + h[p] --> etha[c] + h[c] 	STM2460	STM2460	Transport Inner Membrane	0	0	1000
ETHAtex	ethanolamine transport via diffusion extracellular 	etha[e] <=> etha[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ETHSO3tex	ethanesulfonate transport via diffusion extracellular to periplasm 	ethso3[e] <=> ethso3[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
ETOHt2rpp	ethanol reversible transport via proton symport periplasm 	etoh[p] + h[p] <=> etoh[c] + h[c] 			Transport Inner Membrane	1	-1000	1000
ETOHtex	ethanol transport via diffusion extracellular to periplasm 	etoh[e] <=> etoh[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
EX_12ppd_R(e)	 R Propane 1 2 diol exchange	12ppd-R[e] <=> 			Exchange	1	0	1000
EX_12ppd_S(e)	 S Propane 1 2 diol exchange	12ppd-S[e] <=> 			Exchange	1	0	1000
EX_14glucan(e)	1 4 alpha D glucan exchange	14glucan[e] <=> 			Exchange	1	0	1000
EX_15dap(e)	1 5 Diaminopentane exchange	15dap[e] <=> 			Exchange	1	0	1000
EX_23camp(e)	2 3 Cyclic AMP exchange	23camp[e] <=> 			Exchange	1	0	1000
EX_23ccmp(e)	2 3 Cyclic CMP exchange	23ccmp[e] <=> 			Exchange	1	0	1000
EX_23cgmp(e)	2 3 Cyclic GMP exchange	23cgmp[e] <=> 			Exchange	1	0	1000
EX_23cump(e)	2 3 Cyclic UMP exchange	23cump[e] <=> 			Exchange	1	0	1000
EX_23dappa(e)	2 3 diaminopropionate exchange	23dappa[e] <=> 			Exchange	1	0	1000
EX_23dhbzs3(e)	2-3-dihydroxybenzoylserine trimer Exchange	23dhbzs3[e] <=> 			Exchange	1	0	1000
EX_26dap_M(e)	meso 2 6 Diaminoheptanedioate exchange	26dap-M[e] <=> 			Exchange	1	0	1000
EX_2ddglcn(e)	2 Dehydro 3 deoxy D gluconate exchange	2ddglcn[e] <=> 			Exchange	1	0	1000
EX_2pg(e)	D Glycerate 2 phosphate exchange	2pg[e] <=> 			Exchange	1	0	1000
EX_34dhpac(e)	3 4 Dihydroxyphenylacetaldehyde exchange	34dhpac[e] <=> 			Exchange	1	0	1000
EX_3amp(e)	3 AMP exchange	3amp[e] <=> 			Exchange	1	0	1000
EX_3cmp(e)	3 cmp exchange	3cmp[e] <=> 			Exchange	1	0	1000
EX_3gmp(e)	3 GMP exchange	3gmp[e] <=> 			Exchange	1	0	1000
EX_3hcinnm(e)	3 hydroxycinnamic acid exchange	3hcinnm[e] <=> 			Exchange	1	0	1000
EX_3hpppn(e)	3 3 hydroxy phenyl propionate exchange	3hpppn[e] <=> 			Exchange	1	0	1000
EX_3pg(e)	3 Phospho D glycerate exchange	3pg[e] <=> 			Exchange	1	0	1000
EX_3ump(e)	3 UMP exchange	3ump[e] <=> 			Exchange	1	0	1000
EX_4abut(e)	4 Aminobutanoate exchange	4abut[e] <=> 			Exchange	1	0	1000
EX_4abz(e)	4 Aminobenzoate exchange	4abz[e] <=> 			Exchange	1	0	1000
EX_4hoxpac(e)	4 hydroxyphenylacetate exchange	4hoxpac[e] <=> 			Exchange	1	0	1000
EX_4hoxpacd(e)	4 Hydroxyphenylacetaldehyde exchange	4hoxpacd[e] <=> 			Exchange	1	0	1000
EX_4hthr(e)	4-Hydroxy-L-threonine Exchange	4hthr[e] <=> 			Exchange	1	0	1000
EX_5dglcn(e)	5 Dehydro D gluconate exchange	5dglcn[e] <=> 			Exchange	1	0	1000
EX_ac(e)	Acetate exchange	ac[e] <=> 			Exchange	1	0	1000
EX_acac(e)	Acetoacetate exchange	acac[e] <=> 			Exchange	1	0	1000
EX_acald(e)	Acetaldehyde exchange	acald[e] <=> 			Exchange	1	0	1000
EX_acgal(e)	N Acetyl D galactosamine exchange	acgal[e] <=> 			Exchange	1	0	1000
EX_acgal1p(e)	N Acetyl D galactosamine 1 phosphate exchange	acgal1p[e] <=> 			Exchange	1	0	1000
EX_acgam(e)	N Acetyl D glucosamine exchange	acgam[e] <=> 			Exchange	1	0	1000
EX_acgam1p(e)	N Acetyl D glucosamine 1 phosphate exchange	acgam1p[e] <=> 			Exchange	1	0	1000
EX_acmana(e)	N Acetyl D mannosamine exchange	acmana[e] <=> 			Exchange	1	0	1000
EX_acmum(e)	N Acetylmuramate exchange	acmum[e] <=> 			Exchange	1	0	1000
EX_acnam(e)	N Acetylneuraminate exchange	acnam[e] <=> 			Exchange	1	0	1000
EX_acolipa(e)	4 Amino 4 deoxy L arabinose modified core oligosaccharide lipid A exchange	acolipa[e] <=> 			Exchange	1	0	1000
EX_acon_C(e)	cisaconitate exchange	acon-C[e] <=> 			Exchange	1	0	1000
EX_acser(e)	O Acetyl L serine exchange	acser[e] <=> 			Exchange	1	0	1000
EX_ade(e)	Adenine exchange	ade[e] <=> 			Exchange	1	0	1000
EX_adn(e)	Adenosine exchange	adn[e] <=> 			Exchange	1	0	1000
EX_adocbl(e)	Adenosylcobalamin exchange	adocbl[e] <=> 			Exchange	1	0	1000
EX_AEP(e)	AEP exchange	AEP[e] <=> 			Exchange	1	0	1000
EX_ag(e)	silver exchange	ag[e] <=> 			Exchange	1	0	1000
EX_agm(e)	Agmatine exchange	agm[e] <=> 			Exchange	1	0	1000
EX_airs(e)	Aminoimidazole riboside exchange	airs[e] <=> 			Exchange	1	0	1000
EX_akg(e)	2 Oxoglutarate exchange	akg[e] <=> 			Exchange	1	0	1000
EX_ala_B(e)	beta Alanine exchange	ala-B[e] <=> 			Exchange	1	0	1000
EX_ala_D(e)	D Alanine exchange	ala-D[e] <=> 			Exchange	1	0	1000
EX_ala_L(e)	L Alanine exchange	ala-L[e] <=> 			Exchange	1	0	1000
EX_alaala(e)	D Alanyl D alanine exchange	alaala[e] <=> 			Exchange	1	0	1000
EX_all_D(e)	D Allose exchange	all-D[e] <=> 			Exchange	1	0	1000
